str_npc1_home_recap|Ого, мы рядом с Адриановым валом, где я восемнадцать лет жил в пещере.
str_npc2_home_recap|Я родился в Рибе, по сути, вся Дания мой большой дом. Я - воин, сын короля и рабыни.
str_npc3_home_recap| Меня держали как рабыню в месте под названием {s20}, но большую часть своего детства я провел в деревушке Доккинга. Главное, чтобы мой отец, Тонкрик, не узнал, что мне пришлось пережить в рабстве, его бы убило это. Родители не должны знать, если их дети пали так низко. Но я ничего не могла изменить в отношении себя в доме ярла, иначе меня просто бы прирезали, как овцу...
str_npc4_home_recap|Я - шотландец из Дал Риада.
str_npc5_home_recap|Я родился в Корнубии, но был навсегда изгнан со своей родины. Только с вашей милостью я смог попасть сюда, и то, скрывая свое настоящее имя.
str_npc6_home_recap|Я из Кантабрии, что в Королевстве Астурия. Моя провинция расположена на севере Испании. Мы – воинственный народ, и не можем жить без войн, если мы не убиваем мусульман, так начинаем убивать друг друга, все междоусобные распри в борьбе за престол. Сейчас наш Король Алдефонсо, сын Ордонио. Ордонио был великим королем, надеюсь его сын станет достойным преемником.
str_npc7_home_recap|Я родилась в Дан Таруо (Dun Taruo)*, что в землях Королевства Альбан.
str_npc8_home_recap|Я родился и вырос во Фризии. Мой отец был из свободных и имел свой клочок земли, которая перешла мне по наследству, где я жил со своей семьей пока они не покинули меня навсегда. После мне пришлось продать ферму, так как все напоминало о них там. Теперь у меня есть только мои сильные руки, которые легко могут управляться с мечом.
str_npc9_home_recap|Я с большой земли, а мой народ называет себя франками.
str_npc10_home_recap|Я - сакс, не англ, родом из Лунденвика.
str_npc11_home_recap|Зачем, {reg59?моя красотка:красавчик}? Я из Тунсберга, что в Норвегии.
str_npc12_home_recap| Я младший сын Херсира из Одинсве. Я странствую по свету в поисках знаний о человеческом теле. Бывал в Риме и Франкии. Это мой способ познать философию окружающего мира.
str_npc13_home_recap|Я - швед. И моему народу суждено править востоком. Мы уничтожим Данов, если их король позарится на наши земли.
str_npc14_home_recap|О, я из Кесела - самого прекрасного уголка, что на юге Ирландии, земли бардов и богинь.
str_npc15_home_recap|Я родился в Константинополе, самом великом и большом городе на земле, северные города по сравнению с ним мелкие деревушки. Чего только стоит Собор Святой Софии! Вы обязательно должны побывать там.
str_npc16_home_recap|Я жил в Витан Сестере много лет. Ох, сколько воспоминаний связано с ним...
str_npc1_honorific|{reg59?Воительница:Предводитель},
str_npc2_honorific|{reg59?Миледи:Дружище}
str_npc3_honorific|{reg59?Госпожа:Господин}
str_npc4_honorific|{reg59?Госпожа:Господин}
str_npc5_honorific|{reg59?Госпожа:Господин}
str_npc6_honorific|{reg59?Миледи:Вождь}
str_npc7_honorific|{reg59?Госпожа:Командир}
str_npc8_honorific|{playername}
str_npc9_honorific|{reg59?Добрая госпожа:Добрый господин}
str_npc10_honorific|{reg59?Госпожа:Друхтен}
str_npc11_honorific|{reg59?Красотка:Красавчик} -- То есть, Вождь
str_npc12_honorific|{reg59?Госпожа:Предводитель}
str_npc13_honorific|{reg59?Госпожа:Предводитель}
str_npc14_honorific|{reg59?Госпожа:О, наиотважнейший} 
str_npc15_honorific|{reg59?Госпожа:Стратег}
str_npc16_honorific|{playername}
str_npc1_kingsupport_1|Отличная идея, {reg59?воительница:предводитель}. Все эти знатные землевладельцы, что сейчас правят, со своими темницами виселицами и плахами, избивающие, клеймящие и вешающие любого, кто стащит буханку хлеба или кобылу, потому что его дети плачут с голоду – это земля достойна лучшего. 
str_npc2_kingsupport_1|Ну, {reg59?миледи:предводитель}
str_npc3_kingsupport_1|Что ж, {reg59?госпожа:господин}, - мне за вас будет неспокойно. Наша история показывает, что власть портит людей. Но, в конце концов, меня успокаивает ваша милость и справедливость, которые вы проявляете, командуя нашим отрядом. 
str_npc4_kingsupport_1|Что ж, думаю Вы были бы {reg59?такой королевой:таким королем}, за которым благородные люди, вроде меня с гордостью пошли бы в битву...
str_npc5_kingsupport_1|Прекрасная идея - Вы показали, что знаете, как управлять людьми. Похоже, Вы управляете ими справедливо, хотя... 
str_npc6_kingsupport_1|Я не смею определять законность ваших притязаний, но могу сказать точно - в отличие от других претендентов у вас достанет сил объединить эти земли. Вы можете положить конец бесконечным войнам между государствами, наделами, воинами и братьями благородных кровей. Вы можете порадовать небеса, что давно со скорбью смотрят на деяния людей.
str_npc7_kingsupport_1|Айе -- это будет хорошо. Вы знаете, как правильно обращаться с охотниками, пиктами и женщинами.
str_npc8_kingsupport_1|В Саге о Беовульфе говориться, что человек, который творит великие дела, непосильные для прочих людей его времени имеет право потребовать престол. Я сказал бы, что вы можете его потребовать. 
str_npc9_kingsupport_1|Очень хорошо, {reg59?госпожа:друхтен}. Я франк по крови, но Дагоберт I* для меня никто, после того как он обманом лишил меня моего наследства. Я ничем ему не обязан и был бы счастлив видеть вас {reg59?своей королевой:своим повелителем}.
str_npc10_kingsupport_1|Что ж, {reg59?госпожа:предводитель}. Полагаю, в северных землях и вправду нужен сильный властитель, особенно после того, как валлийцы и англы показали себя слабовольными глупцами, а саксы так и не могут, кажется, подчинить себе все острова...
str_npc11_kingsupport_1|Отчего же, это отличная идея, {reg59?красотка:дорогуша}! Полагаю, я смогу научиться называть тебя '{reg59?Королевой:Королем}' или '{reg59?Повелительницой:Конунгом}', тогда... меня осчастливит то, что ты будешь относиться ко мне, как к '{reg59?королевской стражнице:королевской супруге}'.
str_npc12_kingsupport_1|Уверен, из вас выйдет хороший правитель. Тешу себя надеждой, что хорошо разбираюсь в людях. Вы показали, что способны сострадать, и в этом вы намного выше тех других, что именуют себя правителями.
str_npc13_kingsupport_1|Ну, {reg59?госпожа:господин}, власть дается правителям свыше и в другом случае, я бы не одобрил узурпацию. Но я так же вижу, что большая часть вождей северных земель слабы и жалки, недостойны своих титулов, что делает право получить власть лучшему правителю, такому как вы.
str_npc14_kingsupport_1|Это было бы прекрасно, {reg59?госпожа:господин}! Есть много сказаний о правителях, которые доказали свое право на власть мужеством и доблестью. Надеюсь, вы слышали историю Кухулина, чьей храбрости и подвигам нет равных ни в Британии, ни в Ирландии. Замечательная история!
str_npc15_kingsupport_1|Ну, вы платите своим людям вовремя, когда можете, говоря в общем. Как по мне, так это главная добродетель правителя. Вы также проявляете некоторое уважение к правам других людей.
str_npc16_kingsupport_1|Мне кажется, что вы внемлите моим словам и что душа ваша стремится постичь учение Христа. Да, я уверен, что Господь не только одобряет, но и готовит ваше возвышение, как законного правителя грешных людей северных земель.
str_npc1_kingsupport_2|Это конечно хорошо, {reg59?воительница:предводитель}. Но позвольте мне сказать, что привлекло бы на вашу сторону других - особенно нас, людей бедных. Говорят в старину, великие римские владыки - их называли губернаторами, или может сенаторами, не помню - приходя к власти, объявляли амнистию для всех, даже для заключенных в земляных ямах, давая людям вторую возможность сделать что-то со своей жизнью, так дайте же людям второй шанс.
str_npc2_kingsupport_2|Большинство здешних правителей - ну, давайте просто скажем не получили ни единого пенни, если только не от ренты или грабежа. У вас же, наоборот, имеется кое-какой опыт в делах и торговле. Вы знаете, насколько трудно и опасно устроить так, чтобы люди в одном поселении не голодали, когда в другом есть излишки зерна, к примеру... Если пожелаете, господин, думаю, я мог бы найти некоторую поддержку для вас среди торговцев и деловых людей этого королевства. 
str_npc3_kingsupport_2|А как же, {reg59?госпожа:господин}. Но я бы попросила вас даровать хотя бы некоторые права рабам, а именно, признать их право и установить правила, что бы они могли выкупить свою свободу. Знаете, я была рабыней, и это самые бесправные и притесняемые люди на земле. Рабам очень нужна защита справедливого и честного правителя.
str_npc4_kingsupport_2|Конечно, {reg59?госпожа:господин}. Теперь хитрость в том, как привлечь на вашу сторону остальных. Как вы знаете, происхождение - для многих показатель достоинства. Возможно, у вас есть предки, о которых вы мне не сказали?
str_npc5_kingsupport_2|Да, конечно. Но я кое-что должен вам сказать от имени людей, с которыми обошлись несправедливо, как со мной. Должен быть способ для знатных кровников, решать их споры по праву, без кровопролития. Я лишился всего самого заветного в жизни из-за того, что мой правитель не оставил мне иного достойного выхода, как только убить моих врагов. Должно быть что-то вроде закона... всеобщего закона, что бы улаживать такого рода споры, или, может, вообще любые споры. И основан этот закон должен быть на обычаях и традициях страны.
str_npc6_kingsupport_2|Я поддержу. Я расскажу всем, кто слышит, слабым и беспомощным о ваших деяниях, о вашей способности вести людей сквозь бури к победе. Скажу, что если вы станете правителем, придет один закон и наступит один мир - от пиктских гор до ирландских лесов, от низин до южного берега. Ну, а далее можно подумать и о воссоединении всего мира, и создание империи, по образу когда-то могущественного Рима.
str_npc7_kingsupport_2|Да, {reg59?госпожа:предводитель}, поддержу. Долг правителя, достойно относится ко всем мужчинам и женщинам, что собрались под его знаменем. Вы доказали, что можете это. Для вас охотник, следопыт, женщина, пикт так же важны, как воин, мужчина и бритт.
str_npc8_kingsupport_2|Да - при одном условии. Вы будете править всеми землями, какими только пожелаете, но после того, как займете свой зал, а власть ваша станет неоспоримой по всем землям, вы поможете мне освободить Фризию.
str_npc9_kingsupport_2|Я поддержу вас, предводитель, и остальные тоже. Но вот что я думаю - вы должны показать знатным людям, что защитите их древние права. Нынче в Британии беспорядок - знать владеет землей, кроме леса, которым владеет правитель, но город имеет право брать пошлину у ворот или в гавани, а общины могут пользоваться пастбищами по нечетным вторникам, кроме страны пиктов, где вообще мало порядка. Так что я призываю вас все упростить, как это было в старину, еще даже до римлян - сперва правитель, потом знать, потом все остальные. 
str_npc10_kingsupport_2|Непременно, {reg59?госпожа:друхтен}. Но я хотел бы просить вас принять во внимание мое намерение. Если вы станете {правителем/правительницей}, я буду просить вас брать ко двору только благородных людей из саксов и повыгнать всех англов и валлийцев. Они слабы и трусливы, а их удел быть крестьянами, слугами или рабами.
str_npc11_kingsupport_2|Конечно! Вы так ведете себя, командуете, сражаетесь, а так же ходите, говорите, любите... как {reg59?единственная достойная стать тем:единственный достойный стать тем}, кем был когда-то Артур: 'Penteyrnedd yr Ynys hon' , или 'Правителем правителей этого острова'.
str_npc12_kingsupport_2|Конечно, {reg59?госпожа:предводитель}. Но если я что-то и понял, странствуя по этим землям, так это то, что норманны, бритты, саксы и все остальные - упрямо держатся традиций. Все делается так, как делалось во времена Римской Империи -- даже притом, что лишь не более чем один на сотню людей знает латынь достаточно хорошо, чтобы прочесть и понять имперские хроники! Купцы Дин Эйдина выдают замуж своих дочерей по 'имперскому' обряду. Пастухи Силс'ейя сбивают 'имперское' масло. И конечно же, каждый правитель, должен быть увенчан по 'имперскому' закону. 
str_npc13_kingsupport_2|Я то уж точно, {reg59?госпожа:господин}. Думаю, вы сможете объединить земли, и тогда мы сможем собрать войско, какого северные земли еще никогда не видели -- саксы, англы, пикты, юты, гойделы, бритты и даже норманны, все вместе в одном сильном и непобедимом войске. Мы отправимся на континент на крепких морских судах, чтобы подчинить все земли Франков, а может и те, которыми когда-то правили римские императоры!
str_npc14_kingsupport_2|Конечно, {reg59?госпожа:господин}. Кроме того, когда претендуешь на престол, не помешает стать героем эпической поэмы, которую будут пересказывать сидя вокруг лагерных костров и домашних очагов. Как вы без сомнения знаете, я считаю себя честным сочинителем. Вы могли бы стать знаменитым, как Кухулин, если бы только позволили мне петь о ваших деяниях.
str_npc15_kingsupport_2|Я согласен. Люди могут сказать, что в ваших венах, возможно, не течет благородная кровь. Но насколько я смог увидеть, благородная кровь делает вас скрягой. Правители и знать погрязнут в долгах, затевая строительства, при этом даже на пол мгновенья не задумываясь, чем они будут рассчитываться с простыми работниками, которым нужно поесть после дня честного труда. Если вы спросите меня - честный язык делает {reg59?деву правительницей:мужчину правителем}, а не придуманная родословная.
str_npc16_kingsupport_2|Конечно. Я вижу, что вы стремитесь отыскать и уничтожить любые пережитки ереси и язычества в этих землях. И только тогда обретете покой, когда ни следа демонов не останется в сердце ваших владений, когда каждый мужчина, женщина и ребенок будут в жизни своей ведомы только Святой Библией и направляемы духовенством. Так ли чиста ваша душа, как и намерения, о которых я говорю?
str_npc1_kingsupport_2a|Прошу, продолжай...
str_npc2_kingsupport_2a|Прошу, продолжайте...
str_npc3_kingsupport_2a|Прошу, продолжайте...
str_npc4_kingsupport_2a|Конечно! Позвольте мне рассказать все о нем...
str_npc5_kingsupport_2a|Пожалуйста, продолжайте...
str_npc6_kingsupport_2a|Здорово, так я и думал{reg59?а:}.
str_npc7_kingsupport_2a|Ну, да, я стараюсь быть честным со всеми...
str_npc8_kingsupport_2a|Довольно честно.
str_npc9_kingsupport_2a|Это кажется достаточно разумным... 
str_npc10_kingsupport_2a|Конечно - всем известно, что только саксы достойны быть знатью.
str_npc11_kingsupport_2a|Расскажи мне больше.
str_npc12_kingsupport_2a|Интересно. Прошу, продолжай...
str_npc13_kingsupport_2a|Прошу, продолжай...
str_npc14_kingsupport_2a|Отчего же, да, ты великий бард.
str_npc15_kingsupport_2a|Хорошо сказано, уважаемый.
str_npc16_kingsupport_2a|Конечно - ведь мы ничто более, как орудие Господне.
str_npc1_kingsupport_2b|Забудь.
str_npc2_kingsupport_2b|Я не прошу их поддержки, так как они, несомненно, хотят получить прибыль от сделки. 
str_npc3_kingsupport_2b|Я не собираюсь больше помогать рабам, прости.
str_npc4_kingsupport_2b|К сожалению, нету ни одного. 
str_npc5_kingsupport_2b|Нет, я уверен{reg59?а:}, что знатные люди должны улаживать свои споры кровью и только кровью. Законы нужны лишь слабым.	
str_npc6_kingsupport_2b|Сожалею, но моё будущее королевство не будет вмешиваться в дела на континенте.
str_npc7_kingsupport_2b|Прости, я уважаю твои умения, но все же, воины мужчины, бритты более достойны, чем все прочие.
str_npc8_kingsupport_2b|Это очень тяжелое условие – к тому времени, пока я пытаюсь стать {reg59?королевой:королем}, Фризия сама освободится от власти Данов. 
str_npc9_kingsupport_2b|Я не уверен, что осуществить вашу идею будет так 'просто', как вы думаете. 
str_npc10_kingsupport_2b|Ты не в своем уме. Доблестные и благородные люди есть в каждом народе.
str_npc11_kingsupport_2b|Я не Артур. Забудь об этом.
str_npc12_kingsupport_2b|Довольно, уважаемый. Я не позволю издеваться над нашими традициями.
str_npc13_kingsupport_2b|Вообще то, я думал немного отдохнуть после того, как стану правителем, и я не хочу иметь ничего с остальной Европой, будь она проклята!
str_npc14_kingsupport_2b|Хмм. Я не уверен в этом. Смерть Кухулина была ранней и трагичной. Я не хочу сравнивать себя с ним и навлекать на себя его судьбу.
str_npc15_kingsupport_2b|{reg59?Владычица:Повелитель} слабых и нищих, может быть. Довольно таких разговоров.
str_npc16_kingsupport_2b|Не обижайся, но думаю, что это не по мне, видишь ли, возможно, Боже сам не хочет этого.
str_npc1_kingsupport_3|Если бы я мог несколько недель поездить по этим землям и рассказать в народе, что вы даруете амнистию их родичам, как римские... Ммм, консулы, я думаю в старину ну, о вас начнут говорить как о законном правителе, и это откроет вам путь к престолу. Мне заняться этим, {reg59?госпожа:господин}? 
str_npc2_kingsupport_3|Если хотите, {reg59?миледи:предводитель}, за несколько недель я могу посетить некоторых места, где у меня есть свои люди, и рассказать им, что став {reg59?правительницей:королем}{королем/правителем} Вы прижмете хищных дворян с их поборами и налогами, которые душат торговлю ради нескольких дополнительных пенни на их войны и их праздники. Что вы на это скажете?
str_npc3_kingsupport_3|Если вы защитите несчастных рабов, даже рабынь, я уверен, что большинство простых людей будут видеть в вас {reg59?добрую и справедливую королеву:доброго и справедливого короля}. Так что, если вы дадите мне несколько недель, я поеду по деревням, рассказывая беднякам, которые боятся попасть в рабство за долги или быть захваченными в плен, что при вашем правлении у них все равно останутся права и будет защита.
str_npc4_kingsupport_3|Да, думаю, я слышал о таком роде. И уж точно смогу сочинить всю родословную. Если вы позволите мне отлучиться, я поеду по селам и городам, и за несколько недель разнесу слова о вашем благородном происхождении. Конечно, я буду надеяться, что вы не забудете своего верного подданного, когда будете раздавать наделы, после того как вы станете {reg59?полновластной правительницей:полновластным и могущественным правителем}.
str_npc5_kingsupport_3|В любом случае, {reg59?госпожа:господин}, если бы у меня было несколько недель, я бы дал знать людям в этих землях, что, если вы станете {правителем/владычицей}, вы введете общие законы, основанные на традициях и обычаях. Дабы разрешать споры внутри страны, будь то между знатью или простолюдинами. Я уверен, все будут счастливы поддержать ваши требования, ведь вы принесете одинаковую справедливость для всех подвластных вам земель.
str_npc6_kingsupport_3|Очень хорошо. Хотя сейчас я чужак для своей семьи, следуя за Вами я побывал во многих залах знатных людей, и рассчитываю побывать снова. Я пойду по этим землям и скажу знати, что будучи {reg59?правительницей:правителем}, вы приложите все силы, что бы защитить слабых и пресечь смуту, чтоб никто не мог поднять руку на другого безнаказанно. И однажды, быть может, Британия будет править всеми землями.
str_npc7_kingsupport_3|Вот что я вам скажу, {reg59?госпожа:предводитель}. Дайте мне несколько недель и я поеду по деревням - по этим вонючим лачугам, и буду говорить людям, что когда вы объедините эти земли, каждый мужчина и каждая женщина, каким бы ремеслом они ни занимались, будут одинаково ценимы и уважаемы служа вам. Так все будут считать вас {reg59?женщиной:мужчиной} чьи права на престол подкреплены честностью и справедливостью.
str_npc8_kingsupport_3|Хорошо! Тогда дайте мне несколько недель и я объеду дворы всех правителей этих земель, дам знать им всем, что вы подобны легендарным воинам древности, и что ваших силы, мужества, доблести и умений, более чем достаточно, чтобы подкрепить ваши притязания на престол. Все будут говорить о вас как о новом Беовульфе, преемнике самого Артура, единственном, кто способен принести мир в эти неспокойные края.
str_npc9_kingsupport_3|Это очень разумно, {reg59?госпожа:господин} - мы избавимся от этих проклятых купеческих посольств, прошений, свитков, что занимают все мое, да и ваше время, когда нам обоим нужно сражаться за славу вашей страны. Дайте мне уйти и я разнесу слова среди знатных людей этих земель, что вы восстановите старые порядки. Готов побиться об заклад, многие последуют за Вами в битву.
str_npc10_kingsupport_3|Что ж, {reg59?госпожа:друхтен}, отпустите меня на несколько недель и я смогу обойти эти земли, и сказать каждому саксонскому эрлу, что Англия будет принадлежать им, и только им, когда вы станете их {reg59?провительницей:Провителем}. Уверен, многие из них будут счастливы присоединиться к вашему делу, что бы поддержать такого здравомыслящего и благородного человека.
str_npc11_kingsupport_3|Тогда, хоть это и ранит меня больше всего на свете, позвольте мне покинуть вас на некоторое время. Я буду странствовать и рассказывать о ваших великих деяниях, и в войне и в любви. Я буду говорить, что вы как сам Артур, и никто кроме тебя не заслуживает быть 'Penteyrnedd yr Ynys hon' или, как говорят, Бретвальдой. Дайте мне несколько недель -- даже если это тяжко и для вас тоже, я знаю -- многие ждут, что вы станете их следующ{reg59?ей правительницей:им правителем}. 
str_npc12_kingsupport_3|Но знаете что? Нет 'имперского' закона о передаче власти. Иногда императоры передавали империю своим сыновьям. Иногда делили ее между своими военачальниками. Иногда императором становились убив предыдущего императора. Нет 'Римского' правила передачи власти правителю или правительнице, а это означает, что власть должна переходить к самому способному правителю -- которым, конечно, являетесь вы. Дайте мне пару недель, и я напишу трактат в доказательство этого и найду переписчика, чтобы свиток этого трактата оказался в каждой таверне. Что скажете об этой идее, {reg59?госпожа:предводитель}?
str_npc13_kingsupport_3|Позвольте мне отлучиться на несколько недель, {reg59?госпожа:господин}, и я сообщу всем достойным людям этой земли, что вы единственный, кто объединит не только Англию, но и весь мир. Как по-моему, никто не должен быть {reg59?правителем или правительницей:правителем} здесь, пока не буде способен править всем миром, и только вы проявляете такие способности, {reg59?госпожа:господин}.
str_npc14_kingsupport_3|Тогда позвольте мне оставить вас на несколько недель, {reg59?Госпожа:о наидоблестнейший}, и я заверчу такую историю, которая заставит колотиться даже самое черствое сердце, восхищаясь вашими добродетелями, сочувствуя вашим лишениям, и возмущаясь теми, кто встал на вашем пути -- пути нового Кухулина, готового весь мир подчинить своей воле. Я полагаю, конечно, что вы позволите мне допустить некоторые поэтические вольности, вроде того, что на днях вы в одиночку справились с армией Фоморов?
str_npc15_kingsupport_3|Рад что вы так думаете. Вот что я предлагаю. Я знаю людей, которые зависят от жалованья, которым доводилось часто и изрядно поволноваться, прежде чем они хоть что-либо получали. Вот что я им скажу -- вы честный. Вы уважаете купцов. Вы будете платить свои долги. Вы не хотите обобрать своих подданных.
str_npc16_kingsupport_3|Дайте мне отлучиться на несколько недель, и я пройдусь по всем церквям, аббатствам и монастырям северных земель. Все духовенство узнает, что вы собираетесь рассеять раз и навсегда тьму, что окружает свет христианства. Каждый истинно богобоязненный человек и каждый добрый христианин будет поддерживать вас, как Богом помазанного правителя. Что скажете на это?
str_npc1_kingsupport_objection|{reg59?Воительница:Предводитель}, Вы отправили кое-кого сказать знати, что теперь у них будет право на пастбище, рынок и лес? Не скажу, что мне это по душе. Дайте ему волю, так он в каждой деревне поставит по виселице, на которой будет болтаться бедолага, вроде меня, который решил, что может взять лук, сходить в лес и принести немного мяса к своему столу.
str_npc2_kingsupport_objection|Хм, {reg59?миледи:предводитель}. Уверен, вы сказали кое-кому, что после того, как станете {reg59?правительницей:королем}, то поможете ему с чем-то, что он хотел. Не думаю, что это хорошая мысль. Жутковатый он тип. Как говорят: «Что у трезвого на уме то у пьяного на языке», а он никогда не пьет в компании, только в тишине - где он и бутыль.
str_npc3_kingsupport_objection|{reg59?Госпожа:Господин}, Регинхард отправился в какое-то путешествие, как он сказал, с вашего одобрения. Он говорил, что пойдет по деревням, рассказать бедным селянам, что если однажды вы станете {reg59?правительницей:правителем}, вы намерены одинаково ценить мужчин и женщин, владеющих разными ремеслами. Тогда я спросила, как быть с рабами, а он ответил, что рабы никому не ровня, и не заслуживают ничего, кроме пинков и побоев. Я очень надеюсь, что вы ничего похожего ему не говорили, ведь так?
str_npc4_kingsupport_objection|У меня создается впечатление, что Вы играете со мной! Для чего Вы послали этого умалишенного грека распространить о вас слово, как о {reg59?королеве:короле}?
str_npc5_kingsupport_objection|{reg59?Госпожа:Командир} - я прослышал, что вы сказали Брюнхильде. Но я удивлен - если вы дадите слишком много прав и защиты рабам, никто не захочет иметь рабов. Конечно, можно прекрасно обойтись и без них, но большинство богатых людей предпочитают держать парочку рабов, чтоб помогали по хозяйству. Знатные господа тоже держат много рабов и рабынь для разных нужд. Так что лучше не ждите, что богачи и знать вас в этом поддержат. А это, как по мне, очень опасно для того, кто хочет стать {reg59?королевой:королем}.
str_npc6_kingsupport_objection|Как я понимаю, вы отправили Регинхарда подделать доказательства ваших претензий на власть. Должен вам сказать, я не думаю, что Небеса улыбнутся тому, кто пытается заполучить престол путем обмана, хоть даже и с благими намерениями.
str_npc7_kingsupport_objection|Я слышала, вы говорили кое-кому, что поделите Британию и Ирландию только лишь между саксонской знатью. Особенно хорошо я расслышала слова о том, что пикты хороши только как крестьяне или рабы. Это смешно - пиктские воины разорвут вашу страну в клочья за считанные дни, если вы откажетесь поделиться с ними землей. Я очень надеюсь, что вы на такое не согласитесь.	
str_npc8_kingsupport_objection|{reg59?Госпожа:Предводитель} - вы сказали, что когда станете правителем, первая ваша война будет против ваших врагов. Это не правильно. Сначала вы должны помочь мне освободить Фризию от Данов. Тогда, может быть, ваш народ и Фризы вместе выступили бы против основных ваших недругов.
str_npc9_kingsupport_objection|{reg59?Госпожа:Господин}, с огромным сожалением я услышал, что вы обещали Фриоку ввести какие то общие законы, что бы по закону улаживать споры в ваших владениях. Но в этом вовсе нет смысла, общеизвестно, что только римское право годится для просвещенного управления страной. Даже слабый Дагоберт I, правитель франков, пытается всегда и повсюду использовать римские законы. Вы должны следовать его примеру. 
str_npc10_kingsupport_objection|Слышал, вы говорили Хельги, что когда станете {reg59?провительницей:провителем} вы соберете войско из воинов всех племен, что бы восстановить границы старой Римской Империи. Это совершенно бессмысленно. Только истинное и чистое саксонское войско сможет вернуть славу древних римлян. Ни одно войско, если в нем будут бритты, не сможет покорить континент. Не ожидайте моей помощи в вашей "имперской" войне, если решите поставить саксов и бриттов плечом к плечу.
